Age,Rack,Repetition,Replicate,Tube,Nuclear,Mito,Diet,Time (sec),Dy (Vertical Velocity) (px/sec),Dz (Speed),Dy (cm/sec),Mean Velocity (cm/sec),Dy,Dz
old,10,1,2,24,15,I,V,9,50.667,50.947,1.4288094,,,
old,11,1,2,1,19,B,IV,3,69.333,69.384,1.9551906,2.23406745,,
old,11,1,2,1,19,B,IV,6,60,60.133,1.692,,,
old,11,1,2,1,19,B,IV,9,41.334,41.42,1.1656188,,,
old,11,1,2,2,19,B,IV,3,96,96.083,2.7072,,,
old,11,1,2,2,19,B,IV,6,96,96,2.7072,,,
old,11,1,2,2,19,B,IV,9,84,84.517,2.3688,,,
old,11,1,2,3,19,B,IV,3,46.667,46.971,1.3160094,,,
old,11,1,2,3,19,B,IV,6,53.333,55.681,1.5039906,,,
old,11,1,2,3,19,B,IV,9,48,48.166,1.3536,,,
old,11,1,2,4,19,B,IV,3,117.334,117.818,3.3088188,,,
old,11,1,2,4,19,B,IV,6,117.333,117.522,3.3087906,,,
old,11,1,2,4,19,B,IV,9,121.333,121.399,3.4215906,,,
old,11,1,2,5,19,B,II,3,86.667,86.708,2.4440094,2.82,,
old,11,1,2,5,19,B,II,6,84,84.011,2.3688,,,
old,11,1,2,5,19,B,II,9,77.333,77.344,2.1807906,,,
old,11,1,2,6,19,B,II,3,121.333,121.399,3.4215906,,,
old,11,1,2,6,19,B,II,6,116,116.031,3.2712,,,
old,11,1,2,6,19,B,II,9,109.333,109.406,3.0831906,,,
old,11,1,2,7,19,B,II,3,102.667,102.667,2.8952094,,,
old,11,1,2,7,19,B,II,6,98.667,98.811,2.7824094,,,
old,11,1,2,7,19,B,II,9,97.333,97.342,2.7447906,,,
old,11,1,2,8,19,B,II,3,109.333,109.366,3.0831906,,,
old,11,1,2,8,19,B,II,6,96,96.009,2.7072,,,
old,11,1,2,8,19,B,II,9,101.334,101.474,2.8576188,,,
old,11,1,2,9,19,B,V,3,102.667,103.366,2.8952094,2.91399765,,
old,11,1,2,9,19,B,V,6,116,116.031,3.2712,,,
old,11,1,2,9,19,B,V,9,117.333,117.454,3.3087906,,,
old,11,1,2,10,19,B,V,3,108,108.008,3.0456,,,
old,11,1,2,10,19,B,V,6,97.333,97.342,2.7447906,,,
old,11,1,2,10,19,B,V,9,93.334,93.334,2.6320188,,,
old,11,1,2,11,19,B,V,3,108,109.601,3.0456,,,
old,11,1,2,11,19,B,V,6,80,80.044,2.256,,,
old,11,1,2,11,19,B,V,9,82.666,82.934,2.3311812,,,
old,11,1,2,12,19,B,V,3,129.333,129.34,3.6471906,,,
old,11,1,2,12,19,B,V,6,109.333,109.463,3.0831906,,,
old,11,1,2,12,19,B,V,9,96,96.009,2.7072,,,
old,11,1,2,13,19,C,IV,3,80,81.584,2.256,2.3813302,,
old,11,1,2,13,19,C,IV,6,121.333,121.362,3.4215906,,,
old,11,1,2,13,19,C,IV,9,110.667,110.667,3.1208094,,,
old,11,1,2,14,19,C,IV,3,100,100.717,2.82,,,
old,11,1,2,14,19,C,IV,6,112,112.127,3.1584,,,
old,11,1,2,14,19,C,IV,9,94.666,94.666,2.6695812,,,
old,11,1,2,15,19,C,IV,3,73.333,73.345,2.0679906,,,
old,11,1,2,15,19,C,IV,6,49.333,49.405,1.3911906,,,
old,11,1,2,15,19,C,IV,9,52,52.426,1.4664,,,
old,11,1,2,16,19,C,IV,3,76,76,2.1432,,,
old,11,1,2,16,19,C,IV,6,73.333,73.442,2.0679906,,,
old,11,1,2,16,19,C,IV,9,70.667,70.68,1.9928094,,,
old,11,1,2,17,19,C,II,3,129.334,129.444,3.6472188,3.10513255,,
old,11,1,2,17,19,C,II,6,93.333,93.371,2.6319906,,,
old,11,1,2,17,19,C,II,9,84,84.095,2.3688,,,
old,11,1,2,18,19,C,II,3,80,80.1,2.256,,,
old,11,1,2,18,19,C,II,6,114.667,114.675,3.2336094,,,
old,11,1,2,18,19,C,II,9,98.666,98.666,2.7823812,,,
old,11,1,2,19,19,C,II,3,106.666,106.666,3.0079812,,,
old,11,1,2,19,19,C,II,6,112,112,3.1584,,,
old,11,1,2,19,19,C,II,9,94.667,94.751,2.6696094,,,
old,11,1,2,20,19,C,II,3,172,172.186,4.8504,,,
old,11,1,2,20,19,C,II,6,133.334,134.634,3.7600188,,,
old,11,1,2,20,19,C,II,9,102.666,103.365,2.8951812,,,
old,11,1,2,21,19,C,V,3,132,132.242,3.7224,2.13379765,,
old,11,1,2,21,19,C,V,6,97.333,97.479,2.7447906,,,
old,11,1,2,21,19,C,V,9,86.667,86.677,2.4440094,,,
old,11,1,2,22,19,C,V,3,65.334,66.681,1.8424188,,,
old,11,1,2,22,19,C,V,6,62.666,62.723,1.7671812,,,
old,11,1,2,22,19,C,V,9,60,60.059,1.692,,,
old,11,1,2,23,19,C,V,3,77.333,77.344,2.1807906,,,
old,11,1,2,23,19,C,V,6,74.667,74.715,2.1056094,,,
old,11,1,2,23,19,C,V,9,70.666,70.679,1.9927812,,,
old,11,1,2,24,19,C,V,3,53.333,53.4,1.5039906,,,
old,11,1,2,24,19,C,V,6,57.333,58.863,1.6167906,,,
old,11,1,2,24,19,C,V,9,70.667,70.717,1.9928094,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
