Age,Rack,Repetition,Replicate,Tube,Nuclear,Mito,Diet,Time (sec),x,y,Dy_abs,veloscaled
old,11,1,2,16,19,C,IV,3,726.667,997.333,25.33333333,0.7144
old,11,1,2,16,19,C,IV,6,730.667,924,24.88883333,0.7018651
old,11,1,2,16,19,C,IV,9,729.333,853.333,24.44444444,0.689333333
old,11,1,2,17,19,C,II,0,756,1039.667,,
old,11,1,2,17,19,C,II,3,761.333,910.333,43.11133333,1.2157396
old,11,1,2,17,19,C,II,6,764,817,37.11116667,1.0465349
old,11,1,2,17,19,C,II,9,768,733,34.07411111,0.960889933
old,11,1,2,18,19,C,II,0,785.333,1077,,
old,11,1,2,18,19,C,II,3,789.333,997,26.66666667,0.752
old,11,1,2,18,19,C,II,6,790.667,882.333,32.4445,0.9149349
old,11,1,2,18,19,C,II,9,790.667,783.667,32.59255556,0.919110067
old,11,1,2,19,19,C,II,0,829.333,1062.333,,
old,11,1,2,19,19,C,II,3,829.333,955.667,35.55533333,1.0026604
old,11,1,2,19,19,C,II,6,829.333,843.667,36.44433333,1.0277302
old,11,1,2,19,19,C,II,9,825.333,749,34.81477778,0.981776733
old,11,1,2,20,19,C,II,0,872,1099.667,,
old,11,1,2,20,19,C,II,3,864,927.667,57.33333333,1.6168
old,11,1,2,20,19,C,II,6,882.667,794.333,50.889,1.4350698
old,11,1,2,20,19,C,II,9,870.667,691.667,45.33333333,1.2784
old,11,1,2,21,19,C,V,0,901.333,1013,,
old,11,1,2,21,19,C,V,3,909.333,881,44,1.2408
old,11,1,2,21,19,C,V,6,914.667,783.667,38.22216667,1.0778651
old,11,1,2,21,19,C,V,9,916,697,35.11111111,0.990133333
old,11,1,2,22,19,C,V,0,926.667,1039.667,,
old,11,1,2,22,19,C,V,3,940,974.333,21.778,0.6141396
old,11,1,2,22,19,C,V,6,942.667,911.667,21.33333333,0.6016
old,11,1,2,22,19,C,V,9,940,851.667,20.88888889,0.589066667
old,11,1,2,23,19,C,V,0,965.333,1062.333,,
old,11,1,2,23,19,C,V,3,964,985,25.77766667,0.7269302
old,11,1,2,23,19,C,V,6,966.667,910.333,25.33333333,0.7144
old,11,1,2,23,19,C,V,9,965.333,839.667,24.74066667,0.6976868
old,11,1,2,24,19,C,V,0,1014.667,1086.333,,
old,11,1,2,24,19,C,V,3,1017.333,1033,17.77766667,0.5013302
old,11,1,2,24,19,C,V,6,1004,975.667,18.44433333,0.5201302
old,11,1,2,24,19,C,V,9,1001.333,905,20.14811111,0.568176733
old,12,1,2,1,19,G,IV,0,180.333,1099,,
old,12,1,2,1,19,G,IV,3,185.667,1107,-2.666666667,-0.0752
old,12,1,2,1,19,G,IV,6,188.333,1031,11.33333333,0.3196
old,12,1,2,1,19,G,IV,9,192.333,965.667,14.81477778,0.417776733
old,12,1,2,2,19,G,IV,0,208.333,1081.667,,
old,12,1,2,2,19,G,IV,3,211,936.333,48.44466667,1.3661396
old,12,1,2,2,19,G,IV,6,219,811,45.11116667,1.2721349
old,12,1,2,2,19,G,IV,9,233.667,685.667,44,1.2408
old,12,1,2,3,19,G,IV,0,245.667,1115,,
old,12,1,2,3,19,G,IV,3,260.333,971,48,1.3536
old,12,1,2,3,19,G,IV,6,267,831,47.33333333,1.3348
old,12,1,2,3,19,G,IV,9,268.333,709.667,45.037,1.2700434
old,12,1,2,4,19,G,IV,0,279,1040.333,,
old,12,1,2,4,19,G,IV,3,296.333,868.333,57.33333333,1.6168
old,12,1,2,4,19,G,IV,6,289.667,741.667,49.77766667,1.4037302
old,12,1,2,4,19,G,IV,9,301.667,617.667,46.96288889,1.324353467
old,12,1,2,5,19,G,II,0,324.333,1105.667,,
old,12,1,2,5,19,G,II,3,313.667,1011,31.55566667,0.8898698
old,12,1,2,5,19,G,II,6,328.333,953.667,25.33333333,0.7144
old,12,1,2,5,19,G,II,9,328.333,797.667,34.22222222,0.965066667
old,12,1,2,6,19,G,II,0,364.333,1111,,
old,12,1,2,6,19,G,II,3,363,1061.667,16.44433333,0.4637302
old,12,1,2,6,19,G,II,6,355,943,28,0.7896
old,12,1,2,6,19,G,II,9,371,868.333,26.963,0.7603566
old,12,1,2,7,19,G,II,0,383,1100.333,,
old,12,1,2,7,19,G,II,3,396.333,951,49.77766667,1.4037302
old,12,1,2,7,19,G,II,6,409.667,819,46.88883333,1.3222651
old,12,1,2,7,19,G,II,9,415,681.667,46.51844444,1.311820133
old,12,1,2,8,19,G,II,0,415,1112.333,,
old,12,1,2,8,19,G,II,3,409.667,1047,21.77766667,0.6141302
old,12,1,2,8,19,G,II,6,409.667,819,48.88883333,1.3786651
old,12,1,2,8,19,G,II,9,413.667,681.667,47.85177778,1.349420133
old,12,1,2,9,19,G,V,0,469.667,1064.333,,
old,12,1,2,9,19,G,V,3,475,883,60.44433333,1.7045302
old,12,1,2,9,19,G,V,6,485.667,717.667,57.77766667,1.6293302
old,12,1,2,9,19,G,V,9,476.333,579,53.92588889,1.520710067
old,12,1,2,10,19,G,V,0,501.667,1107,,
old,12,1,2,10,19,G,V,3,497.667,1007,33.33333333,0.94
old,12,1,2,10,19,G,V,6,487,721.667,64.22216667,1.8110651
old,12,1,2,10,19,G,V,9,511,701.667,45.037,1.2700434
old,12,1,2,11,19,G,V,0,543,1040.333,,
old,12,1,2,11,19,G,V,3,540.333,871,56.44433333,1.5917302
old,12,1,2,11,19,G,V,6,543,715,54.22216667,1.5290651
old,12,1,2,11,19,G,V,9,555,561.667,53.18511111,1.499820133
old,12,1,2,12,19,G,V,0,572.333,1107,,
old,12,1,2,12,19,G,V,3,559,1108.333,-0.444333333,-0.0125302
old,12,1,2,12,19,G,V,6,567,1057.667,8.222166667,0.2318651
old,12,1,2,12,19,G,V,9,577.667,1037.667,7.703666667,0.2172434
old,12,1,2,13,19,I,IV,0,605.667,1109.667,,
old,12,1,2,13,19,I,IV,3,603,1028.333,27.11133333,0.7645396
old,12,1,2,13,19,I,IV,6,624.333,880.333,38.22233333,1.0778698
old,12,1,2,13,19,I,IV,9,617.667,752.333,39.70377778,1.119646533
old,12,1,2,14,19,I,IV,0,644.333,1108.333,,
old,12,1,2,14,19,I,IV,3,648.333,1071,12.44433333,0.3509302
old,12,1,2,14,19,I,IV,6,651,980.333,21.33333333,0.6016
old,12,1,2,14,19,I,IV,9,651,884.333,24.88888889,0.701866667
old,12,1,2,15,19,I,IV,0,681.667,1133.667,,
old,12,1,2,15,19,I,IV,3,661.667,1089.667,14.66666667,0.4136
old,12,1,2,15,19,I,IV,6,680.333,1039,15.77783333,0.4449349
old,12,1,2,15,19,I,IV,9,684.333,963,18.963,0.5347566
old,12,1,2,16,19,I,IV,0,709.667,1117.667,,
old,12,1,2,16,19,I,IV,3,703,1073.667,14.66666667,0.4136
old,12,1,2,16,19,I,IV,6,712.333,1035,13.77783333,0.3885349
old,12,1,2,16,19,I,IV,9,707,1007,12.29633333,0.3467566
old,12,1,2,17,19,I,II,0,741.667,1115,,
old,12,1,2,17,19,I,II,3,749.667,897.667,72.44433333,2.0429302
old,12,1,2,17,19,I,II,6,752.333,779,56,1.5792
old,12,1,2,17,19,I,II,9,753.667,647,52,1.4664
old,12,1,2,18,19,I,II,0,791,1068.333,,
old,12,1,2,18,19,I,II,3,796.333,908.333,53.33333333,1.504
old,12,1,2,18,19,I,II,6,796.333,791,46.22216667,1.3034651
old,12,1,2,18,19,I,II,9,803,669.667,44.29622222,1.249153467
old,12,1,2,19,19,I,II,0,812.333,1075,,
old,12,1,2,19,19,I,II,3,820.333,949.667,41.77766667,1.1781302
old,12,1,2,19,19,I,II,6,831,828.333,41.11116667,1.1593349
old,12,1,2,19,19,I,II,9,859,797.667,30.81477778,0.868976733
old,12,1,2,20,19,I,II,0,847,1117.667,,
old,12,1,2,20,19,I,II,3,840.333,973.667,48,1.3536
old,12,1,2,20,19,I,II,6,863,897.667,36.66666667,1.034
old,12,1,2,20,19,I,II,9,857.667,792.333,36.14822222,1.019379867
old,12,1,2,21,19,I,V,0,893.333,1125,,
old,12,1,2,21,19,I,V,3,885.333,1114.333,3.555666667,0.1002698
old,12,1,2,21,19,I,V,6,890.667,1065,10,0.282
old,12,1,2,21,19,I,V,9,889.333,971.667,17.037,0.4804434
old,12,1,2,22,19,I,V,0,921.333,1135.667,,
old,12,1,2,22,19,I,V,3,930.667,1135.667,0,0
old,12,1,2,22,19,I,V,6,922.667,1038.333,16.22233333,0.4574698
old,12,1,2,22,19,I,V,9,925.333,1134.333,0.148222222,0.004179867
old,12,1,2,23,19,I,V,0,948,1127.667,,
old,12,1,2,23,19,I,V,3,960,1119.667,2.666666667,0.0752
old,12,1,2,23,19,I,V,6,950.667,1109,3.111166667,0.0877349
old,12,1,2,23,19,I,V,9,962.667,1121,0.740777778,0.020889933
old,12,1,2,24,19,I,V,0,982.667,1113,,
old,12,1,2,24,19,I,V,3,990.667,1107.667,1.777666667,0.0501302
old,12,1,2,24,19,I,V,6,1002.667,1043.667,11.5555,0.3258651
old,12,1,2,24,19,I,V,9,990.667,985,14.22222222,0.401066667
